,Gender,EthnicGroup,ParentEduc,LunchType,Numberof Siblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
19145,1,group C,some high school,free/reduced,1,private,< 5,50,57,52
19146,1,group A,high school,standard,4,private,5 - 10,69,87,87
19147,0,group D,high school,standard,2,school_bus,< 5,96,91,88
19148,0,group D,associate's degree,standard,1,private,5 - 10,75,74,78
19149,1,group C,some high school,free/reduced,1,school_bus,< 5,65,78,76
19150,0,group E,high school,standard,1,school_bus,5 - 10,63,60,54
19151,0,group E,associate's degree,standard,1,school_bus,5 - 10,84,79,75
19152,0,group C,some college,standard,3,school_bus,> 10,90,86,91
19153,1,group D,some high school,free/reduced,1,private,5 - 10,63,65,76
19154,0,group E,some college,standard,4,private,5 - 10,96,73,65
19155,0,group D,master's degree,free/reduced,1,private,< 5,37,32,37
19156,0,group C,bachelor's degree,standard,2,school_bus,< 5,81,77,74
19157,0,group D,associate's degree,standard,3,school_bus,5 - 10,70,81,70
19158,0,group B,high school,free/reduced,1,private,5 - 10,64,70,63
19159,0,group C,associate's degree,free/reduced,1,school_bus,< 5,52,63,52
19160,1,group B,associate's degree,standard,3,school_bus,5 - 10,84,98,97
19161,1,group E,associate's degree,standard,2,school_bus,5 - 10,70,66,71
19162,1,group C,high school,free/reduced,2,school_bus,> 10,37,50,43
19163,1,group B,some college,standard,2,private,5 - 10,46,50,52
19164,0,group E,associate's degree,free/reduced,5,school_bus,5 - 10,71,62,60
19165,1,group A,high school,standard,3,school_bus,5 - 10,66,72,72
19166,0,group C,some high school,standard,3,school_bus,5 - 10,78,70,69
19167,0,group E,associate's degree,standard,1,school_bus,< 5,85,80,75
19168,0,group C,master's degree,standard,3,school_bus,< 5,82,85,75
19169,0,group D,some college,standard,1,school_bus,5 - 10,48,49,49
19170,0,group A,some college,standard,1,school_bus,5 - 10,49,49,44
19171,0,group D,high school,standard,2,school_bus,> 10,86,80,86
19172,0,group C,some college,standard,4,school_bus,5 - 10,81,83,78
19173,0,group C,associate's degree,standard,3,school_bus,< 5,87,89,91
19174,1,group D,associate's degree,standard,2,school_bus,< 5,95,99,93
19175,0,group E,bachelor's degree,free/reduced,2,school_bus,> 10,66,58,60
19176,1,group C,associate's degree,standard,2,private,5 - 10,57,66,59
19177,0,group E,associate's degree,standard,1,private,5 - 10,77,68,69
19178,1,group C,high school,standard,3,private,5 - 10,62,78,62
19179,0,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,56,53,56
19180,1,group E,some college,standard,2,private,> 10,83,89,94
19181,1,group C,high school,free/reduced,3,private,5 - 10,34,49,46
19182,0,group B,high school,free/reduced,1,school_bus,5 - 10,55,52,46
19183,1,group A,some college,standard,1,school_bus,< 5,76,75,75
19184,1,group E,bachelor's degree,free/reduced,1,school_bus,5 - 10,62,71,69
19185,1,group E,some high school,free/reduced,4,school_bus,< 5,84,90,87
19186,1,group D,some high school,standard,2,school_bus,5 - 10,46,55,52
19187,0,group D,high school,standard,2,school_bus,5 - 10,50,52,50
19188,1,group C,high school,standard,3,school_bus,< 5,64,73,73
19189,0,group C,master's degree,free/reduced,2,school_bus,5 - 10,66,68,71
19190,1,group E,master's degree,standard,2,school_bus,< 5,71,85,80
19191,1,group C,bachelor's degree,free/reduced,1,school_bus,< 5,69,86,91
19192,1,group D,associate's degree,standard,1,school_bus,5 - 10,70,89,90
19193,0,group D,high school,standard,1,school_bus,5 - 10,63,60,56
19194,1,group C,associate's degree,free/reduced,2,school_bus,5 - 10,55,60,57
19195,0,group C,associate's degree,standard,2,school_bus,5 - 10,88,85,81
19196,0,group C,some high school,standard,3,private,< 5,74,77,71
19197,0,group C,associate's degree,standard,1,school_bus,5 - 10,74,73,72
19198,0,group C,some high school,standard,2,private,5 - 10,51,39,35
19199,0,group E,master's degree,free/reduced,3,school_bus,5 - 10,52,53,53
19200,1,group D,some college,free/reduced,2,school_bus,5 - 10,76,82,90
19201,1,group D,some college,standard,2,private,> 10,72,69,77
19202,0,group A,high school,standard,1,school_bus,5 - 10,60,64,54
19203,1,group A,some college,standard,0,private,5 - 10,58,65,66
19204,0,group D,high school,free/reduced,3,school_bus,5 - 10,42,29,29
19205,0,group E,some high school,standard,1,private,< 5,69,67,71
19206,0,group C,high school,standard,0,school_bus,5 - 10,50,42,39
19207,1,group A,some high school,standard,2,private,5 - 10,60,69,65
19208,0,group D,associate's degree,free/reduced,4,school_bus,5 - 10,48,51,48
19209,1,group B,high school,standard,2,school_bus,5 - 10,70,73,67
19210,0,group C,some high school,free/reduced,3,private,< 5,49,56,52
19211,1,group C,some high school,standard,1,private,5 - 10,52,60,59
19212,1,group B,bachelor's degree,standard,3,private,5 - 10,49,67,61
19213,0,group E,high school,free/reduced,1,private,< 5,60,46,45
19214,0,group C,some college,free/reduced,3,private,< 5,79,85,75
19215,0,group E,some college,standard,0,school_bus,< 5,95,78,80
19216,0,group C,high school,standard,1,school_bus,5 - 10,73,79,72
19217,1,group C,master's degree,standard,3,school_bus,< 5,84,96,96
19218,0,group B,master's degree,standard,5,school_bus,5 - 10,79,78,84
19219,0,group D,high school,free/reduced,1,school_bus,5 - 10,72,67,66
19220,0,group C,bachelor's degree,standard,5,school_bus,5 - 10,83,73,82
19221,0,group C,associate's degree,standard,5,school_bus,5 - 10,83,87,86
19222,0,group D,bachelor's degree,free/reduced,1,school_bus,> 10,88,87,86
19223,0,group D,high school,standard,2,private,5 - 10,70,67,74
19224,1,group C,high school,free/reduced,0,school_bus,5 - 10,35,49,49
19225,0,group B,associate's degree,free/reduced,1,school_bus,< 5,60,69,67
19226,0,group C,associate's degree,free/reduced,4,school_bus,5 - 10,65,60,61
19227,0,group C,high school,free/reduced,3,private,> 10,21,25,25
19228,1,group E,some college,standard,1,school_bus,5 - 10,70,80,76
19229,0,group B,some high school,free/reduced,1,private,5 - 10,72,69,65
19230,1,group D,associate's degree,standard,3,private,< 5,46,46,52
19231,0,group C,some high school,standard,2,school_bus,5 - 10,81,74,72
19232,0,group E,some high school,free/reduced,2,school_bus,< 5,87,82,78
19233,1,group C,high school,standard,0,private,5 - 10,77,88,83
19234,1,group D,high school,standard,2,school_bus,< 5,55,60,61
19235,0,group B,high school,free/reduced,2,private,5 - 10,66,56,51
19236,1,group D,some high school,standard,0,school_bus,< 5,55,65,65
19237,1,group B,some college,standard,1,school_bus,5 - 10,79,82,77
19238,0,group C,some college,standard,0,school_bus,5 - 10,78,68,67
19239,0,group E,associate's degree,free/reduced,2,school_bus,5 - 10,70,63,58
19240,0,group D,bachelor's degree,free/reduced,3,school_bus,5 - 10,51,44,48
19241,1,group E,associate's degree,free/reduced,1,school_bus,5 - 10,63,73,73
19242,1,group C,some college,standard,4,private,5 - 10,67,71,76
19243,1,group D,some college,standard,2,school_bus,> 10,72,87,82
19244,1,group C,associate's degree,free/reduced,3,private,< 5,63,76,72
19245,0,group B,associate's degree,free/reduced,3,school_bus,< 5,57,58,56
19246,0,group C,high school,standard,3,school_bus,> 10,48,52,47
19247,1,group B,high school,standard,4,school_bus,5 - 10,79,83,76
19248,0,group A,high school,free/reduced,1,school_bus,5 - 10,66,65,64
19249,0,group A,high school,free/reduced,4,private,5 - 10,49,41,42
19250,1,group C,some college,free/reduced,1,school_bus,5 - 10,74,95,92
19251,1,group D,some college,standard,3,school_bus,5 - 10,78,82,85
19252,0,group C,associate's degree,standard,0,school_bus,< 5,55,52,51
19253,1,group B,some college,free/reduced,3,private,< 5,74,86,80
19254,0,group B,high school,standard,2,school_bus,> 10,58,64,53
19255,1,group D,master's degree,standard,0,school_bus,5 - 10,81,83,91
19256,1,group D,high school,free/reduced,0,school_bus,5 - 10,50,68,67
19257,0,group E,bachelor's degree,standard,1,school_bus,5 - 10,84,77,78
19258,0,group D,some high school,free/reduced,1,private,5 - 10,54,50,53
19259,1,group D,associate's degree,standard,3,private,5 - 10,72,76,80
19260,1,group D,associate's degree,standard,4,private,> 10,63,77,75
19261,0,group C,bachelor's degree,standard,1,private,> 10,82,76,74
19262,1,group B,bachelor's degree,standard,2,school_bus,> 10,85,91,95
19263,1,group D,some high school,standard,3,private,5 - 10,78,85,84
19264,0,group C,master's degree,standard,4,school_bus,5 - 10,59,60,58
19265,1,group C,some college,free/reduced,1,private,5 - 10,70,74,73
19266,0,group B,associate's degree,free/reduced,0,school_bus,< 5,61,63,62
19267,1,group A,some high school,standard,1,private,< 5,79,81,84
19268,1,group D,bachelor's degree,standard,4,school_bus,< 5,73,89,89
19269,0,group E,master's degree,free/reduced,7,school_bus,> 10,65,57,53
19270,0,group B,some college,standard,1,school_bus,5 - 10,61,63,62
19271,0,group E,high school,standard,0,private,< 5,86,68,77
19272,1,group C,associate's degree,free/reduced,1,private,5 - 10,61,77,66
19273,0,group B,some college,standard,3,school_bus,< 5,48,49,47
19274,1,group C,high school,standard,1,private,5 - 10,71,82,78
19275,0,group C,some high school,standard,2,private,< 5,83,78,73
19276,0,group D,some high school,standard,1,private,> 10,84,69,64
19277,0,group E,high school,standard,0,school_bus,< 5,81,70,69
19278,1,group C,some high school,free/reduced,3,school_bus,5 - 10,40,56,47
19279,1,group C,some college,standard,1,school_bus,5 - 10,66,78,80
19280,0,group D,associate's degree,standard,1,school_bus,5 - 10,73,76,82
19281,0,group C,bachelor's degree,free/reduced,1,private,< 5,52,60,49
19282,1,group B,some high school,standard,1,private,> 10,73,58,65
19283,1,group D,bachelor's degree,standard,4,school_bus,5 - 10,85,89,89
19284,1,group D,some college,standard,1,private,5 - 10,51,65,71
19285,1,group D,some college,standard,1,school_bus,> 10,100,100,100
19286,1,group D,some college,standard,2,private,< 5,73,82,79
19287,0,group E,some college,standard,1,school_bus,5 - 10,96,84,91
19288,0,group E,some college,standard,1,private,5 - 10,100,84,90
19289,0,group E,bachelor's degree,standard,0,school_bus,5 - 10,86,71,72
19290,0,group C,associate's degree,free/reduced,0,private,> 10,58,53,51
19291,1,group B,master's degree,standard,2,school_bus,5 - 10,57,84,89
19292,0,group A,associate's degree,standard,2,private,< 5,87,80,80
19293,1,group C,associate's degree,standard,1,school_bus,< 5,81,81,81
19294,1,group D,some high school,free/reduced,3,school_bus,< 5,35,60,56
19295,0,group B,some college,standard,2,school_bus,5 - 10,82,70,66
19296,1,group C,associate's degree,free/reduced,3,school_bus,5 - 10,51,61,56
19297,1,group C,some college,standard,1,school_bus,< 5,65,60,68
19298,1,group D,associate's degree,free/reduced,2,private,< 5,53,72,64
19299,0,group C,high school,standard,1,school_bus,5 - 10,64,51,48
19300,0,group B,associate's degree,standard,3,school_bus,< 5,72,65,53
19301,0,group B,associate's degree,free/reduced,0,private,5 - 10,53,58,51
19302,0,group C,some high school,standard,0,school_bus,< 5,48,44,38
19303,0,group C,some high school,free/reduced,2,school_bus,5 - 10,78,76,72
19304,0,group E,high school,standard,1,school_bus,< 5,84,68,72
19305,0,group C,bachelor's degree,free/reduced,2,school_bus,5 - 10,93,92,90
19306,0,group C,some college,standard,1,school_bus,5 - 10,73,74,80
19307,0,group C,bachelor's degree,standard,1,school_bus,> 10,60,58,57
19308,1,group C,some college,standard,4,school_bus,> 10,74,75,70
19309,1,group E,bachelor's degree,free/reduced,2,private,5 - 10,62,63,67
19310,1,group C,high school,standard,2,school_bus,5 - 10,49,61,57
19311,1,group C,some college,standard,1,school_bus,< 5,84,90,88
19312,1,group B,some college,standard,4,school_bus,5 - 10,84,84,83
19313,1,group B,high school,standard,3,private,5 - 10,87,83,83
19314,1,group D,associate's degree,standard,2,school_bus,5 - 10,63,66,67
19315,0,group C,master's degree,free/reduced,2,private,< 5,66,65,68
19316,0,group C,bachelor's degree,standard,2,school_bus,5 - 10,67,51,51
19317,1,group C,some college,free/reduced,2,school_bus,5 - 10,55,69,64
19318,0,group D,bachelor's degree,standard,3,school_bus,5 - 10,73,71,67
19319,1,group E,associate's degree,free/reduced,3,private,5 - 10,88,93,94
19320,0,group C,high school,standard,1,private,< 5,63,46,45
19321,0,group A,associate's degree,standard,1,school_bus,5 - 10,72,65,65
19322,0,group E,high school,free/reduced,2,school_bus,< 5,83,68,65
19323,0,group E,bachelor's degree,standard,1,private,5 - 10,80,80,75
19324,0,group E,high school,standard,4,private,< 5,76,81,82
19325,1,group D,some college,standard,4,school_bus,5 - 10,58,63,67
19326,1,group D,associate's degree,standard,2,private,5 - 10,57,59,60
19327,1,group D,associate's degree,free/reduced,2,private,5 - 10,70,79,81
19328,1,group C,high school,free/reduced,3,school_bus,5 - 10,47,60,63
19329,1,group E,associate's degree,standard,2,school_bus,5 - 10,78,82,83
19330,1,group A,high school,free/reduced,2,school_bus,5 - 10,33,48,42
19331,0,group A,associate's degree,standard,5,school_bus,5 - 10,73,75,71
19332,0,group B,associate's degree,standard,1,school_bus,5 - 10,90,83,83
19333,1,group C,associate's degree,standard,2,private,5 - 10,38,45,49
19334,1,group A,high school,standard,1,school_bus,5 - 10,55,64,64
19335,0,group D,associate's degree,standard,1,private,5 - 10,98,99,98
19336,1,group D,some college,standard,1,school_bus,< 5,58,60,57
19337,1,group C,bachelor's degree,standard,1,private,5 - 10,74,84,90
19338,0,group D,associate's degree,free/reduced,3,school_bus,5 - 10,63,64,58
19339,1,group B,associate's degree,standard,2,school_bus,5 - 10,76,86,82
19340,1,group D,some high school,standard,2,private,< 5,60,77,82
19341,1,group B,high school,standard,4,private,< 5,63,70,71
19342,1,group C,associate's degree,standard,1,private,5 - 10,66,74,71
19343,1,group A,associate's degree,standard,4,school_bus,< 5,73,94,93
19344,1,group D,some high school,free/reduced,0,school_bus,5 - 10,73,74,73
19345,1,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,70,77,80
19346,0,group B,some high school,standard,1,school_bus,5 - 10,81,75,74
19347,0,group C,high school,standard,3,school_bus,5 - 10,48,50,43
19348,0,group E,bachelor's degree,standard,1,school_bus,> 10,100,100,100
19349,1,group C,associate's degree,free/reduced,0,private,5 - 10,47,66,60
19350,1,group C,high school,standard,2,school_bus,5 - 10,60,69,65
19351,1,group D,high school,standard,2,school_bus,5 - 10,64,83,82
19352,0,group D,some high school,standard,1,private,< 5,65,50,60
19353,0,group C,associate's degree,free/reduced,0,school_bus,< 5,71,58,62
19354,1,group B,some high school,standard,2,private,> 10,56,57,61
19355,1,group C,some high school,free/reduced,4,school_bus,5 - 10,56,81,74
19356,1,group C,associate's degree,standard,5,school_bus,5 - 10,66,89,87
19357,1,group C,some college,free/reduced,1,private,5 - 10,49,63,63
19358,0,group E,master's degree,standard,2,school_bus,5 - 10,93,89,83
19359,1,group B,bachelor's degree,standard,1,school_bus,< 5,75,96,91
19360,0,group E,some high school,standard,1,school_bus,5 - 10,83,79,70
19361,0,group D,some high school,standard,0,private,< 5,67,65,66
19362,0,group B,some high school,free/reduced,1,school_bus,> 10,67,62,64
19363,1,group A,some high school,free/reduced,0,school_bus,5 - 10,62,72,71
19364,0,group E,some college,standard,3,school_bus,< 5,64,55,52
19365,1,group D,some high school,free/reduced,1,school_bus,5 - 10,40,49,48
19366,1,group E,associate's degree,free/reduced,1,private,5 - 10,79,87,77
19367,1,group C,associate's degree,free/reduced,1,private,5 - 10,23,43,42
19368,1,group D,associate's degree,standard,2,school_bus,5 - 10,91,97,97
19369,1,group B,some college,standard,0,school_bus,5 - 10,74,72,68
19370,1,group C,master's degree,standard,4,private,> 10,95,98,100
19371,1,group D,some college,free/reduced,2,private,< 5,52,73,70
19372,0,group B,some college,standard,2,school_bus,5 - 10,61,57,60
19373,1,group C,associate's degree,standard,3,school_bus,< 5,60,71,76
19374,0,group C,high school,standard,2,school_bus,5 - 10,60,57,56
19375,0,group E,high school,free/reduced,1,private,< 5,90,82,76
19376,0,group C,some college,standard,2,school_bus,5 - 10,64,74,67
19377,0,group D,some high school,standard,1,school_bus,5 - 10,68,78,69
19378,1,group D,bachelor's degree,free/reduced,1,school_bus,5 - 10,87,98,100
19379,0,group E,some college,free/reduced,2,school_bus,5 - 10,64,56,60
19380,1,group C,high school,standard,1,school_bus,< 5,59,79,74
19381,1,group A,some college,free/reduced,2,private,> 10,31,47,44
19382,0,group E,some college,standard,3,private,5 - 10,88,87,74
19383,0,group D,some high school,standard,4,private,< 5,97,90,89
19384,1,group D,some college,standard,1,school_bus,5 - 10,61,72,70
19385,1,group B,some college,free/reduced,4,private,> 10,68,86,84
19386,0,group E,some college,free/reduced,4,private,< 5,67,65,64
19387,1,group C,bachelor's degree,free/reduced,4,school_bus,5 - 10,75,93,90
19388,0,group B,associate's degree,free/reduced,2,private,> 10,65,63,60
19389,1,group A,high school,standard,1,private,< 5,30,44,54
19390,1,group B,some college,free/reduced,3,private,5 - 10,25,40,45
19391,0,group C,master's degree,standard,1,school_bus,> 10,62,64,60
19392,1,group C,some high school,free/reduced,3,school_bus,5 - 10,53,66,65
19393,1,group C,some college,free/reduced,3,private,> 10,66,80,75
19394,0,group D,master's degree,standard,0,private,< 5,82,75,79
19395,0,group B,some college,standard,1,school_bus,5 - 10,82,76,75
19396,0,group C,some high school,free/reduced,1,school_bus,5 - 10,75,71,69
19397,1,group C,some high school,standard,0,private,< 5,79,83,84
19398,1,group C,bachelor's degree,standard,1,school_bus,5 - 10,44,40,43
19399,1,group C,associate's degree,standard,2,private,> 10,71,86,81
19400,0,group B,associate's degree,standard,1,school_bus,5 - 10,86,96,89
19401,1,group D,associate's degree,standard,2,school_bus,5 - 10,88,89,100
19402,1,group C,high school,free/reduced,3,private,5 - 10,40,47,50
19403,0,group C,some high school,free/reduced,1,school_bus,< 5,33,18,20
19404,0,group C,high school,standard,0,private,5 - 10,55,47,47
19405,0,group D,bachelor's degree,standard,1,school_bus,5 - 10,94,89,94
19406,1,group C,some college,standard,4,school_bus,< 5,75,84,82
19407,1,group A,associate's degree,standard,1,private,5 - 10,59,59,57
19408,1,group B,associate's degree,standard,2,school_bus,< 5,62,75,78
19409,1,group D,some high school,standard,1,school_bus,> 10,57,76,71
19410,0,group C,bachelor's degree,standard,2,private,5 - 10,96,91,90
19411,1,group C,some college,standard,1,school_bus,5 - 10,71,76,77
19412,0,group B,high school,free/reduced,0,school_bus,5 - 10,35,35,39
19413,0,group B,some high school,free/reduced,1,school_bus,> 10,53,44,48
19414,1,group C,master's degree,standard,1,school_bus,< 5,96,100,100
19415,0,group C,master's degree,standard,1,school_bus,5 - 10,96,95,95
19416,0,group E,some college,free/reduced,3,school_bus,> 10,96,80,78
19417,0,group C,high school,standard,3,school_bus,> 10,79,69,71
19418,0,group D,associate's degree,standard,1,school_bus,5 - 10,80,80,73
19419,0,group D,high school,free/reduced,3,school_bus,5 - 10,59,63,56
19420,0,group C,some high school,standard,2,private,5 - 10,55,55,45
19421,1,group C,bachelor's degree,standard,5,private,5 - 10,67,76,74
19422,0,group D,high school,free/reduced,0,private,< 5,54,53,50
19423,0,group B,some college,standard,2,private,5 - 10,69,60,58
19424,1,group B,high school,standard,1,school_bus,5 - 10,72,73,75
19425,1,group E,some college,standard,0,private,5 - 10,73,75,76
19426,0,group E,some high school,standard,3,school_bus,> 10,78,81,68
19427,0,group D,high school,free/reduced,2,private,< 5,53,52,46
19428,0,group B,high school,free/reduced,4,private,> 10,66,71,68
19429,1,group D,master's degree,standard,4,private,< 5,28,45,39
19430,1,group C,high school,standard,1,private,< 5,81,89,85
19431,1,group B,master's degree,standard,5,school_bus,< 5,82,90,88
19432,0,group A,some high school,standard,0,private,> 10,75,72,69
19433,0,group D,some college,free/reduced,2,school_bus,> 10,61,47,51
19434,1,group D,bachelor's degree,free/reduced,3,school_bus,< 5,69,83,83
19435,0,group D,some college,free/reduced,2,school_bus,> 10,73,64,63
19436,1,group D,master's degree,standard,2,school_bus,< 5,79,79,83
19437,0,group B,some high school,free/reduced,2,private,5 - 10,48,54,46
19438,1,group E,some high school,free/reduced,1,private,< 5,67,80,85
19439,1,group C,some college,standard,5,school_bus,5 - 10,74,82,77
19440,0,group B,some high school,free/reduced,3,private,5 - 10,42,50,44
19441,0,group E,some college,standard,1,school_bus,< 5,92,76,73
19442,1,group C,some high school,free/reduced,1,private,> 10,49,60,57
19443,1,group A,bachelor's degree,standard,1,private,< 5,78,91,92
19444,0,group D,some college,standard,2,school_bus,5 - 10,62,56,49
19445,0,group C,associate's degree,standard,2,private,5 - 10,89,86,90
19446,1,group B,some high school,standard,3,school_bus,< 5,68,66,70
19447,0,group E,associate's degree,standard,1,school_bus,5 - 10,70,62,57
19448,0,group B,bachelor's degree,free/reduced,3,school_bus,> 10,41,32,38
19449,1,group B,associate's degree,standard,5,school_bus,< 5,69,85,84
19450,0,group B,high school,standard,2,school_bus,5 - 10,73,61,64
19451,1,group D,some high school,free/reduced,2,private,5 - 10,61,70,66
19452,0,group D,associate's degree,standard,2,school_bus,< 5,63,65,64
19453,1,group D,some college,standard,1,school_bus,5 - 10,77,83,89
19454,0,group D,high school,standard,2,school_bus,5 - 10,62,57,48
19455,1,group E,associate's degree,standard,2,school_bus,5 - 10,86,86,84
19456,1,group A,some high school,free/reduced,1,school_bus,< 5,43,52,51
19457,1,group D,high school,standard,3,private,5 - 10,73,74,78
19458,0,group D,some high school,standard,3,private,< 5,56,63,57
19459,1,group B,some high school,free/reduced,2,school_bus,5 - 10,38,53,55
19460,1,group C,associate's degree,standard,3,private,5 - 10,66,67,68
19461,1,group B,associate's degree,free/reduced,2,school_bus,5 - 10,70,76,71
19462,0,group A,high school,standard,3,private,5 - 10,71,64,67
19463,1,group E,some high school,free/reduced,2,school_bus,< 5,55,56,52
19464,1,group E,high school,standard,4,private,5 - 10,68,79,75
19465,0,group E,master's degree,standard,2,school_bus,< 5,79,79,75
19466,0,group D,associate's degree,standard,1,school_bus,< 5,90,72,77
19467,0,group D,high school,free/reduced,4,school_bus,5 - 10,70,64,61
19468,1,group E,associate's degree,free/reduced,1,private,< 5,59,64,60
19469,1,group E,bachelor's degree,free/reduced,2,school_bus,< 5,62,62,63
19470,1,group D,associate's degree,standard,5,private,5 - 10,94,100,100
19471,1,group B,some college,standard,3,school_bus,5 - 10,81,99,95
19472,1,group A,associate's degree,free/reduced,2,school_bus,< 5,52,74,71
19473,0,group D,some college,standard,2,private,> 10,56,39,44
19474,1,group B,some high school,standard,3,school_bus,< 5,85,94,89
19475,0,group C,bachelor's degree,free/reduced,1,private,5 - 10,53,47,51
19476,1,group D,some high school,standard,2,private,5 - 10,59,65,70
19477,0,group D,some college,standard,0,private,> 10,87,68,74
19478,0,group B,some college,standard,7,private,5 - 10,83,78,69
19479,1,group C,high school,free/reduced,1,private,< 5,55,78,73
19480,0,group D,associate's degree,free/reduced,0,private,5 - 10,65,72,73
19481,1,group B,associate's degree,standard,3,private,5 - 10,90,94,91
19482,1,group D,associate's degree,standard,7,school_bus,5 - 10,75,77,78
19483,1,group C,some college,free/reduced,3,school_bus,> 10,64,61,71
19484,0,group C,bachelor's degree,free/reduced,1,private,< 5,59,63,59
19485,1,group C,some high school,standard,2,school_bus,> 10,53,67,64
19486,1,group D,associate's degree,free/reduced,4,school_bus,< 5,71,92,93
19487,1,group E,some college,standard,1,private,5 - 10,79,87,81
19488,1,group C,some high school,free/reduced,1,school_bus,< 5,44,51,47
19489,1,group D,some college,free/reduced,4,private,> 10,74,93,84
19490,1,group D,some high school,standard,3,private,5 - 10,88,98,100
19491,1,group D,bachelor's degree,standard,6,private,> 10,89,91,94
19492,0,group C,associate's degree,standard,2,school_bus,5 - 10,77,72,71
19493,1,group A,associate's degree,standard,0,school_bus,> 10,48,60,62
19494,1,group E,some college,standard,2,school_bus,< 5,88,99,99
19495,0,group D,associate's degree,standard,3,school_bus,5 - 10,94,91,89
19496,0,group C,associate's degree,free/reduced,1,private,5 - 10,51,60,55
19497,1,group C,some college,standard,0,private,5 - 10,53,74,65
19498,0,group A,some high school,standard,1,school_bus,5 - 10,82,65,64
19499,1,group D,high school,free/reduced,3,school_bus,> 10,46,58,55
19500,0,group C,some high school,standard,1,private,5 - 10,72,76,67
19501,0,group E,bachelor's degree,standard,2,school_bus,5 - 10,80,71,68
19502,0,group D,high school,free/reduced,1,school_bus,5 - 10,49,42,38
19503,0,group D,associate's degree,standard,1,school_bus,> 10,86,79,76
19504,0,group B,some high school,free/reduced,2,school_bus,< 5,71,81,76
19505,0,group C,some college,free/reduced,2,school_bus,5 - 10,57,59,54
19506,1,group D,master's degree,free/reduced,2,school_bus,5 - 10,48,43,50
19507,0,group E,associate's degree,free/reduced,0,school_bus,< 5,59,56,55
19508,0,group B,associate's degree,standard,3,school_bus,5 - 10,41,35,30
19509,1,group C,some high school,standard,2,private,5 - 10,48,62,61
19510,1,group B,high school,free/reduced,2,school_bus,5 - 10,47,60,60
19511,0,group C,some college,free/reduced,0,private,< 5,41,38,39
19512,0,group D,high school,free/reduced,2,school_bus,> 10,77,73,71
19513,0,group B,high school,free/reduced,1,school_bus,> 10,83,78,70
19514,0,group D,bachelor's degree,standard,3,private,5 - 10,59,61,61
19515,1,group B,some high school,standard,4,private,5 - 10,79,81,82
19516,0,group C,associate's degree,standard,7,school_bus,5 - 10,84,71,72
19517,1,group A,high school,standard,2,private,< 5,63,69,73
19518,0,group C,associate's degree,standard,4,school_bus,5 - 10,85,82,77
19519,1,group C,high school,free/reduced,3,school_bus,< 5,35,54,51
19520,0,group C,some college,standard,3,school_bus,5 - 10,65,65,54
19521,1,group C,associate's degree,free/reduced,4,school_bus,5 - 10,61,74,66
19522,1,group B,high school,standard,2,school_bus,5 - 10,51,59,56
19523,1,group C,bachelor's degree,standard,1,private,5 - 10,98,100,100
19524,1,group C,high school,standard,3,private,5 - 10,45,53,56
19525,1,group C,high school,free/reduced,0,school_bus,5 - 10,46,60,52
19526,0,group C,master's degree,free/reduced,1,school_bus,< 5,86,86,85
19527,1,group D,some high school,free/reduced,1,school_bus,> 10,16,35,30
19528,0,group E,high school,standard,2,private,5 - 10,97,84,81
19529,0,group D,associate's degree,standard,4,school_bus,> 10,83,84,85
19530,1,group B,some college,free/reduced,1,private,< 5,64,85,83
19531,1,group D,some college,standard,1,school_bus,5 - 10,80,82,90
19532,1,group D,high school,standard,0,school_bus,< 5,64,79,83
19533,1,group E,associate's degree,free/reduced,3,private,< 5,73,81,77
19534,0,group E,high school,free/reduced,3,school_bus,5 - 10,44,48,43
19535,0,group C,associate's degree,standard,3,private,> 10,62,56,57
19536,0,group C,some high school,standard,1,private,< 5,66,57,56
19537,1,group C,high school,standard,2,school_bus,5 - 10,53,62,68
19538,1,group C,high school,standard,3,school_bus,> 10,71,89,83
19539,0,group E,associate's degree,standard,0,school_bus,> 10,90,87,86
19540,1,group B,some high school,standard,1,school_bus,5 - 10,65,81,81
19541,0,group C,master's degree,standard,7,school_bus,5 - 10,75,69,70
19542,0,group D,associate's degree,free/reduced,4,school_bus,5 - 10,69,77,73
19543,0,group A,some high school,standard,2,private,5 - 10,56,52,51
19544,0,group C,some high school,standard,3,school_bus,< 5,43,48,48
19545,1,group D,high school,standard,3,school_bus,< 5,56,59,60
19546,1,group E,high school,free/reduced,3,school_bus,5 - 10,62,68,67
19547,0,group A,high school,free/reduced,1,school_bus,< 5,55,51,50
19548,1,group D,some high school,free/reduced,2,school_bus,< 5,63,69,64
19549,1,group D,some high school,standard,2,private,< 5,62,76,74
19550,1,group B,high school,standard,7,school_bus,< 5,53,57,66
19551,0,group A,some college,standard,1,school_bus,> 10,63,49,48
19552,0,group C,some college,free/reduced,4,school_bus,5 - 10,81,87,77
19553,1,group D,bachelor's degree,standard,1,school_bus,5 - 10,97,100,100
19554,0,group C,high school,free/reduced,2,school_bus,5 - 10,45,38,34
19555,1,group C,bachelor's degree,standard,3,school_bus,5 - 10,60,69,75
19556,0,group C,bachelor's degree,standard,1,school_bus,5 - 10,77,68,62
19557,0,group C,associate's degree,standard,1,school_bus,5 - 10,88,84,75
